,label,date,mun_code,mun_name,total_amount
826,Irregular Expenditure,2013,WC052,Prince Albert,
827,Unauthorised Expenditure,2013,WC052,Prince Albert,6240000.0
828,Fruitless and Wasteful Expenditure,2013,WC053,Beaufort West,
829,Irregular Expenditure,2013,WC053,Beaufort West,
830,Unauthorised Expenditure,2013,WC053,Beaufort West,14394000.0
831,Fruitless and Wasteful Expenditure,2015,BUF,Buffalo City,479621.0
832,Irregular Expenditure,2015,BUF,Buffalo City,479245175.0
833,Unauthorised Expenditure,2015,BUF,Buffalo City,245299178.0
834,Fruitless and Wasteful Expenditure,2015,CPT,City of Cape Town,
835,Irregular Expenditure,2015,CPT,City of Cape Town,996506.0
836,Unauthorised Expenditure,2015,CPT,City of Cape Town,
837,Fruitless and Wasteful Expenditure,2015,DC1,West Coast,8697.0
838,Irregular Expenditure,2015,DC1,West Coast,12431934.0
839,Unauthorised Expenditure,2015,DC1,West Coast,161069.0
840,Fruitless and Wasteful Expenditure,2015,DC10,Cacadu,782229.0
841,Irregular Expenditure,2015,DC10,Cacadu,3108976.0
842,Unauthorised Expenditure,2015,DC10,Cacadu,
843,Fruitless and Wasteful Expenditure,2015,DC12,Amathole,324442.0
844,Irregular Expenditure,2015,DC12,Amathole,288537590.0
845,Unauthorised Expenditure,2015,DC12,Amathole,2300000.0
846,Fruitless and Wasteful Expenditure,2015,DC13,Chris Hani,817834.0
847,Irregular Expenditure,2015,DC13,Chris Hani,123524087.0
848,Unauthorised Expenditure,2015,DC13,Chris Hani,215132647.0
849,Fruitless and Wasteful Expenditure,2015,DC14,Joe Gqabi,184280.0
850,Irregular Expenditure,2015,DC14,Joe Gqabi,778186.0
851,Unauthorised Expenditure,2015,DC14,Joe Gqabi,
852,Fruitless and Wasteful Expenditure,2015,DC15,O.R.Tambo,19353607.0
853,Irregular Expenditure,2015,DC15,O.R.Tambo,93847805.0
854,Unauthorised Expenditure,2015,DC15,O.R.Tambo,223182549.0
855,Fruitless and Wasteful Expenditure,2015,DC16,Xhariep,296066.0
856,Irregular Expenditure,2015,DC16,Xhariep,3710358.0
857,Unauthorised Expenditure,2015,DC16,Xhariep,746110.0
858,Fruitless and Wasteful Expenditure,2015,DC18,Lejweleputswa,
859,Irregular Expenditure,2015,DC18,Lejweleputswa,1557061.0
860,Unauthorised Expenditure,2015,DC18,Lejweleputswa,
861,Fruitless and Wasteful Expenditure,2015,DC19,Thabo Mofutsanyane,
862,Irregular Expenditure,2015,DC19,Thabo Mofutsanyane,
863,Unauthorised Expenditure,2015,DC19,Thabo Mofutsanyane,2816833.0
864,Fruitless and Wasteful Expenditure,2015,DC2,Cape Winelands,
865,Irregular Expenditure,2015,DC2,Cape Winelands,
866,Unauthorised Expenditure,2015,DC2,Cape Winelands,
867,Fruitless and Wasteful Expenditure,2015,DC20,Fezile Dabi,28986.0
868,Irregular Expenditure,2015,DC20,Fezile Dabi,
869,Unauthorised Expenditure,2015,DC20,Fezile Dabi,
870,Fruitless and Wasteful Expenditure,2015,DC21,Ugu,522368.0
871,Irregular Expenditure,2015,DC21,Ugu,40350455.0
872,Unauthorised Expenditure,2015,DC21,Ugu,273794130.0
873,Fruitless and Wasteful Expenditure,2015,DC22,Umgungundlovu,1832748.0
874,Irregular Expenditure,2015,DC22,Umgungundlovu,1017354.0
875,Unauthorised Expenditure,2015,DC22,Umgungundlovu,
876,Fruitless and Wasteful Expenditure,2015,DC23,Uthukela,405873.0
877,Irregular Expenditure,2015,DC23,Uthukela,324002097.0
878,Unauthorised Expenditure,2015,DC23,Uthukela,79027639.0
879,Fruitless and Wasteful Expenditure,2015,DC24,Umzinyathi,
880,Irregular Expenditure,2015,DC24,Umzinyathi,179663200.0
881,Unauthorised Expenditure,2015,DC24,Umzinyathi,
882,Fruitless and Wasteful Expenditure,2015,DC25,Amajuba,1469509.0
883,Irregular Expenditure,2015,DC25,Amajuba,2411406.0
884,Unauthorised Expenditure,2015,DC25,Amajuba,53203123.0
885,Fruitless and Wasteful Expenditure,2015,DC26,Zululand,65975.0
886,Irregular Expenditure,2015,DC26,Zululand,312364.0
887,Unauthorised Expenditure,2015,DC26,Zululand,
888,Fruitless and Wasteful Expenditure,2015,DC27,Umkhanyakude,209419.0
889,Irregular Expenditure,2015,DC27,Umkhanyakude,130384046.0
890,Unauthorised Expenditure,2015,DC27,Umkhanyakude,124952895.0
891,Fruitless and Wasteful Expenditure,2015,DC28,Uthungulu,
892,Irregular Expenditure,2015,DC28,Uthungulu,
893,Unauthorised Expenditure,2015,DC28,Uthungulu,
894,Fruitless and Wasteful Expenditure,2015,DC29,iLembe,130296.0
895,Irregular Expenditure,2015,DC29,iLembe,2590940.0
896,Unauthorised Expenditure,2015,DC29,iLembe,24877095.0
897,Fruitless and Wasteful Expenditure,2015,DC3,Overberg,
898,Irregular Expenditure,2015,DC3,Overberg,57867958.0
899,Unauthorised Expenditure,2015,DC3,Overberg,108740.0
900,Fruitless and Wasteful Expenditure,2015,DC30,Gert Sibande,35502.0
901,Irregular Expenditure,2015,DC30,Gert Sibande,98800.0
902,Unauthorised Expenditure,2015,DC30,Gert Sibande,
903,Fruitless and Wasteful Expenditure,2015,DC31,Nkangala,1544.0
904,Irregular Expenditure,2015,DC31,Nkangala,22814019.0
905,Unauthorised Expenditure,2015,DC31,Nkangala,
906,Fruitless and Wasteful Expenditure,2015,DC32,Ehlanzeni,
907,Irregular Expenditure,2015,DC32,Ehlanzeni,
908,Unauthorised Expenditure,2015,DC32,Ehlanzeni,
909,Fruitless and Wasteful Expenditure,2015,DC33,Mopani,62052.0
910,Irregular Expenditure,2015,DC33,Mopani,8225797.0
911,Unauthorised Expenditure,2015,DC33,Mopani,1038038.0
912,Fruitless and Wasteful Expenditure,2015,DC34,Vhembe,31132331.0
913,Irregular Expenditure,2015,DC34,Vhembe,204975302.0
914,Unauthorised Expenditure,2015,DC34,Vhembe,258007614.0
915,Fruitless and Wasteful Expenditure,2015,DC35,Capricorn,20203.0
916,Irregular Expenditure,2015,DC35,Capricorn,92493.0
917,Unauthorised Expenditure,2015,DC35,Capricorn,53310723.0
918,Fruitless and Wasteful Expenditure,2015,DC36,Waterberg,1409.0
919,Irregular Expenditure,2015,DC36,Waterberg,4450901.0
920,Unauthorised Expenditure,2015,DC36,Waterberg,26045.0
921,Fruitless and Wasteful Expenditure,2015,DC37,Bojanala,
922,Irregular Expenditure,2015,DC37,Bojanala,15165127.0
923,Unauthorised Expenditure,2015,DC37,Bojanala,25988902.0
924,Fruitless and Wasteful Expenditure,2015,DC38,Ngaka Modiri Molema,3387245.0
925,Irregular Expenditure,2015,DC38,Ngaka Modiri Molema,55757677.0
926,Unauthorised Expenditure,2015,DC38,Ngaka Modiri Molema,406870816.0
927,Fruitless and Wasteful Expenditure,2015,DC39,Dr Ruth Segomotsi Mompati,
928,Irregular Expenditure,2015,DC39,Dr Ruth Segomotsi Mompati,266065164.0
929,Unauthorised Expenditure,2015,DC39,Dr Ruth Segomotsi Mompati,79581818.0
930,Fruitless and Wasteful Expenditure,2015,DC4,Eden,629066.0
931,Irregular Expenditure,2015,DC4,Eden,6468056.0
932,Unauthorised Expenditure,2015,DC4,Eden,236665803.0
933,Fruitless and Wasteful Expenditure,2015,DC40,Dr Kenneth Kaunda,11623979.0
934,Irregular Expenditure,2015,DC40,Dr Kenneth Kaunda,8625776.0
935,Unauthorised Expenditure,2015,DC40,Dr Kenneth Kaunda,
936,Fruitless and Wasteful Expenditure,2015,DC42,Sedibeng,143141.0
937,Irregular Expenditure,2015,DC42,Sedibeng,
938,Unauthorised Expenditure,2015,DC42,Sedibeng,
939,Fruitless and Wasteful Expenditure,2015,DC43,Harry Gwala,87365.0
940,Irregular Expenditure,2015,DC43,Harry Gwala,143360811.0
941,Unauthorised Expenditure,2015,DC43,Harry Gwala,192940848.0
942,Fruitless and Wasteful Expenditure,2015,DC44,Alfred Nzo,95666.0
943,Irregular Expenditure,2015,DC44,Alfred Nzo,188054919.0
944,Unauthorised Expenditure,2015,DC44,Alfred Nzo,70618929.0
945,Fruitless and Wasteful Expenditure,2015,DC45,John Taolo Gaetsewe,498359.0
946,Irregular Expenditure,2015,DC45,John Taolo Gaetsewe,9777582.0
947,Unauthorised Expenditure,2015,DC45,John Taolo Gaetsewe,1514563.0
948,Fruitless and Wasteful Expenditure,2015,DC47,Sekhukhune,849889.0
949,Irregular Expenditure,2015,DC47,Sekhukhune,138351719.0
950,Unauthorised Expenditure,2015,DC47,Sekhukhune,32423782.0
951,Fruitless and Wasteful Expenditure,2015,DC48,West Rand,
952,Irregular Expenditure,2015,DC48,West Rand,
953,Unauthorised Expenditure,2015,DC48,West Rand,
954,Fruitless and Wasteful Expenditure,2015,DC5,Central Karoo,12999.0
955,Irregular Expenditure,2015,DC5,Central Karoo,433577.0
956,Unauthorised Expenditure,2015,DC5,Central Karoo,
957,Fruitless and Wasteful Expenditure,2015,DC6,Namakwa,
958,Irregular Expenditure,2015,DC6,Namakwa,415653.0
959,Unauthorised Expenditure,2015,DC6,Namakwa,28754.0
960,Fruitless and Wasteful Expenditure,2015,DC7,Pixley ka Seme,248004.0
961,Irregular Expenditure,2015,DC7,Pixley ka Seme,1974410.0
962,Unauthorised Expenditure,2015,DC7,Pixley ka Seme,
963,Fruitless and Wasteful Expenditure,2015,DC8,Z F Mgcawu,200687.0
964,Irregular Expenditure,2015,DC8,Z F Mgcawu,369213.0
965,Unauthorised Expenditure,2015,DC8,Z F Mgcawu,2565706.0
966,Fruitless and Wasteful Expenditure,2015,DC9,Frances Baard,58602.0
967,Irregular Expenditure,2015,DC9,Frances Baard,
968,Unauthorised Expenditure,2015,DC9,Frances Baard,
969,Fruitless and Wasteful Expenditure,2015,EC101,Dr Beyers Naude,13814.0
970,Irregular Expenditure,2015,EC101,Dr Beyers Naude,
971,Unauthorised Expenditure,2015,EC101,Dr Beyers Naude,14313998.0
972,Fruitless and Wasteful Expenditure,2015,EC102,Blue Crane Route,991.0
973,Irregular Expenditure,2015,EC102,Blue Crane Route,39594971.0
974,Unauthorised Expenditure,2015,EC102,Blue Crane Route,1928317.0
975,Fruitless and Wasteful Expenditure,2015,EC103,Ikwezi,
976,Irregular Expenditure,2015,EC103,Ikwezi,22800000.0
977,Unauthorised Expenditure,2015,EC103,Ikwezi,10715448.0
978,Fruitless and Wasteful Expenditure,2015,EC104,Makana,5766340.0
979,Irregular Expenditure,2015,EC104,Makana,520749.0
980,Unauthorised Expenditure,2015,EC104,Makana,31781485.0
981,Fruitless and Wasteful Expenditure,2015,EC105,Ndlambe,39000.0
982,Irregular Expenditure,2015,EC105,Ndlambe,198318810.0
983,Unauthorised Expenditure,2015,EC105,Ndlambe,28009385.0
984,Fruitless and Wasteful Expenditure,2015,EC106,Sundays River Valley,692377.0
985,Irregular Expenditure,2015,EC106,Sundays River Valley,72362699.0
986,Unauthorised Expenditure,2015,EC106,Sundays River Valley,11296674.0
987,Fruitless and Wasteful Expenditure,2015,EC107,Baviaans,744265.0
988,Irregular Expenditure,2015,EC107,Baviaans,247618.0
989,Unauthorised Expenditure,2015,EC107,Baviaans,816529.0
990,Fruitless and Wasteful Expenditure,2015,EC108,Kouga,2286226.0
991,Irregular Expenditure,2015,EC108,Kouga,
992,Unauthorised Expenditure,2015,EC108,Kouga,
993,Fruitless and Wasteful Expenditure,2015,EC109,Kou-Kamma,560910.0
994,Irregular Expenditure,2015,EC109,Kou-Kamma,7646124.0
995,Unauthorised Expenditure,2015,EC109,Kou-Kamma,8882857.0
996,Fruitless and Wasteful Expenditure,2015,EC121,Mbhashe,249512.0
997,Irregular Expenditure,2015,EC121,Mbhashe,3293034.0
998,Unauthorised Expenditure,2015,EC121,Mbhashe,20518173.0
999,Fruitless and Wasteful Expenditure,2015,EC122,Mnquma,47295.0
1000,Irregular Expenditure,2015,EC122,Mnquma,110738470.0
1001,Unauthorised Expenditure,2015,EC122,Mnquma,83584801.0
1002,Fruitless and Wasteful Expenditure,2015,EC123,Great Kei,99501.0
1003,Irregular Expenditure,2015,EC123,Great Kei,5123638.0
1004,Unauthorised Expenditure,2015,EC123,Great Kei,23215181.0
1005,Fruitless and Wasteful Expenditure,2015,EC124,Amahlathi,764749.0
1006,Irregular Expenditure,2015,EC124,Amahlathi,40288896.0
1007,Unauthorised Expenditure,2015,EC124,Amahlathi,23907015.0
1008,Fruitless and Wasteful Expenditure,2015,EC126,Ngqushwa,34831.0
1009,Irregular Expenditure,2015,EC126,Ngqushwa,28524133.0
1010,Unauthorised Expenditure,2015,EC126,Ngqushwa,22500000.0
1011,Fruitless and Wasteful Expenditure,2015,EC127,Nkonkobe,1106552.0
1012,Irregular Expenditure,2015,EC127,Nkonkobe,14117756.0
1013,Unauthorised Expenditure,2015,EC127,Nkonkobe,35917952.0
1014,Fruitless and Wasteful Expenditure,2015,EC128,Nxuba,4257093.0
1015,Irregular Expenditure,2015,EC128,Nxuba,16632140.0
1016,Unauthorised Expenditure,2015,EC128,Nxuba,13665660.0
1017,Fruitless and Wasteful Expenditure,2015,EC131,Inxuba Yethemba,1093301.0
1018,Irregular Expenditure,2015,EC131,Inxuba Yethemba,1325428.0
1019,Unauthorised Expenditure,2015,EC131,Inxuba Yethemba,19077736.0
1020,Fruitless and Wasteful Expenditure,2015,EC132,Tsolwana,9306.0
1021,Irregular Expenditure,2015,EC132,Tsolwana,1018220.0
1022,Unauthorised Expenditure,2015,EC132,Tsolwana,2080156.0
1023,Fruitless and Wasteful Expenditure,2015,EC133,Inkwanca,617702.0
1024,Irregular Expenditure,2015,EC133,Inkwanca,193729.0
1025,Unauthorised Expenditure,2015,EC133,Inkwanca,
1026,Fruitless and Wasteful Expenditure,2015,EC134,Lukanji,563388.0
1027,Irregular Expenditure,2015,EC134,Lukanji,58973414.0
1028,Unauthorised Expenditure,2015,EC134,Lukanji,25466581.0
1029,Fruitless and Wasteful Expenditure,2015,EC135,Intsika Yethu,172747.0
1030,Irregular Expenditure,2015,EC135,Intsika Yethu,55794590.0
1031,Unauthorised Expenditure,2015,EC135,Intsika Yethu,19568494.0
1032,Fruitless and Wasteful Expenditure,2015,EC136,Emalahleni,68041.0
1033,Irregular Expenditure,2015,EC136,Emalahleni,20259703.0
1034,Unauthorised Expenditure,2015,EC136,Emalahleni,9856654.0
1035,Fruitless and Wasteful Expenditure,2015,EC137,Engcobo,7315.0
1036,Irregular Expenditure,2015,EC137,Engcobo,
1037,Unauthorised Expenditure,2015,EC137,Engcobo,
1038,Fruitless and Wasteful Expenditure,2015,EC138,Sakhisizwe,20306.0
1039,Irregular Expenditure,2015,EC138,Sakhisizwe,17228331.0
1040,Unauthorised Expenditure,2015,EC138,Sakhisizwe,11940356.0
1041,Fruitless and Wasteful Expenditure,2015,EC141,Elundini,874289.0
1042,Irregular Expenditure,2015,EC141,Elundini,484148.0
1043,Unauthorised Expenditure,2015,EC141,Elundini,2979678.0
1044,Fruitless and Wasteful Expenditure,2015,EC142,Senqu,1007946.0
1045,Irregular Expenditure,2015,EC142,Senqu,688229.0
1046,Unauthorised Expenditure,2015,EC142,Senqu,
1047,Fruitless and Wasteful Expenditure,2015,EC143,Maletswai,5280150.0
1048,Irregular Expenditure,2015,EC143,Maletswai,798850.0
1049,Unauthorised Expenditure,2015,EC143,Maletswai,15521839.0
1050,Fruitless and Wasteful Expenditure,2015,EC144,Gariep,5500878.0
1051,Irregular Expenditure,2015,EC144,Gariep,11018456.0
1052,Unauthorised Expenditure,2015,EC144,Gariep,2322101.0
1053,Fruitless and Wasteful Expenditure,2015,EC153,Ngquza Hill,
1054,Irregular Expenditure,2015,EC153,Ngquza Hill,
1055,Unauthorised Expenditure,2015,EC153,Ngquza Hill,
1056,Fruitless and Wasteful Expenditure,2015,EC154,Port St Johns,1520954.0
1057,Irregular Expenditure,2015,EC154,Port St Johns,30496270.0
1058,Unauthorised Expenditure,2015,EC154,Port St Johns,3724675.0
1059,Fruitless and Wasteful Expenditure,2015,EC155,Nyandeni,5947.0
1060,Irregular Expenditure,2015,EC155,Nyandeni,13912082.0
1061,Unauthorised Expenditure,2015,EC155,Nyandeni,12228021.0
1062,Fruitless and Wasteful Expenditure,2015,EC156,Mhlontlo,643612.0
1063,Irregular Expenditure,2015,EC156,Mhlontlo,1061887.0
1064,Unauthorised Expenditure,2015,EC156,Mhlontlo,10272269.0
1065,Fruitless and Wasteful Expenditure,2015,EC157,King Sabata Dalindyebo,4790425.0
1066,Irregular Expenditure,2015,EC157,King Sabata Dalindyebo,132202661.0
1067,Unauthorised Expenditure,2015,EC157,King Sabata Dalindyebo,142725952.0
1068,Fruitless and Wasteful Expenditure,2015,EC441,Matatiele,15300.0
1069,Irregular Expenditure,2015,EC441,Matatiele,3270000.0
1070,Unauthorised Expenditure,2015,EC441,Matatiele,
1071,Fruitless and Wasteful Expenditure,2015,EC442,Umzimvubu,
1072,Irregular Expenditure,2015,EC442,Umzimvubu,
1073,Unauthorised Expenditure,2015,EC442,Umzimvubu,
1074,Fruitless and Wasteful Expenditure,2015,EC443,Mbizana,110898.0
1075,Irregular Expenditure,2015,EC443,Mbizana,3518531.0
1076,Unauthorised Expenditure,2015,EC443,Mbizana,1239865.0
1077,Fruitless and Wasteful Expenditure,2015,EC444,Ntabankulu,51418.0
1078,Irregular Expenditure,2015,EC444,Ntabankulu,97471214.0
1079,Unauthorised Expenditure,2015,EC444,Ntabankulu,47337660.0
1080,Fruitless and Wasteful Expenditure,2015,EKU,Ekurhuleni,20753061.0
1081,Irregular Expenditure,2015,EKU,Ekurhuleni,67462398.0
1082,Unauthorised Expenditure,2015,EKU,Ekurhuleni,
1083,Fruitless and Wasteful Expenditure,2015,ETH,eThekwini,
1084,Irregular Expenditure,2015,ETH,eThekwini,212274986.0
1085,Unauthorised Expenditure,2015,ETH,eThekwini,
1086,Fruitless and Wasteful Expenditure,2015,FS161,Letsemeng,305724.0
1087,Irregular Expenditure,2015,FS161,Letsemeng,19825423.0
1088,Unauthorised Expenditure,2015,FS161,Letsemeng,27915334.0
1089,Fruitless and Wasteful Expenditure,2015,FS162,Kopanong,11525323.0
1090,Irregular Expenditure,2015,FS162,Kopanong,12878240.0
1091,Unauthorised Expenditure,2015,FS162,Kopanong,56334055.0
1092,Fruitless and Wasteful Expenditure,2015,FS163,Mohokare,5839599.0
1093,Irregular Expenditure,2015,FS163,Mohokare,51862652.0
1094,Unauthorised Expenditure,2015,FS163,Mohokare,3585484.0
1095,Fruitless and Wasteful Expenditure,2015,FS164,Naledi,506026.0
1096,Irregular Expenditure,2015,FS164,Naledi,40137425.0
1097,Unauthorised Expenditure,2015,FS164,Naledi,29661000.0
1098,Fruitless and Wasteful Expenditure,2015,FS181,Masilonyana,4041539.0
1099,Irregular Expenditure,2015,FS181,Masilonyana,7685953.0
1100,Unauthorised Expenditure,2015,FS181,Masilonyana,11155035.0
1101,Fruitless and Wasteful Expenditure,2015,FS182,Tokologo,1382118.0
1102,Irregular Expenditure,2015,FS182,Tokologo,20598865.0
1103,Unauthorised Expenditure,2015,FS182,Tokologo,33356720.0
1104,Fruitless and Wasteful Expenditure,2015,FS183,Tswelopele,88893.0
1105,Irregular Expenditure,2015,FS183,Tswelopele,9423995.0
1106,Unauthorised Expenditure,2015,FS183,Tswelopele,5849822.0
1107,Fruitless and Wasteful Expenditure,2015,FS184,Matjhabeng,151822061.0
1108,Irregular Expenditure,2015,FS184,Matjhabeng,226054096.0
1109,Unauthorised Expenditure,2015,FS184,Matjhabeng,443303655.0
1110,Fruitless and Wasteful Expenditure,2015,FS185,Nala,25799529.0
1111,Irregular Expenditure,2015,FS185,Nala,11751465.0
1112,Unauthorised Expenditure,2015,FS185,Nala,62112345.0
1113,Fruitless and Wasteful Expenditure,2015,FS191,Setsoto,135322.0
1114,Irregular Expenditure,2015,FS191,Setsoto,33449533.0
1115,Unauthorised Expenditure,2015,FS191,Setsoto,286684628.0
1116,Fruitless and Wasteful Expenditure,2015,FS192,Dihlabeng,14200244.0
1117,Irregular Expenditure,2015,FS192,Dihlabeng,37635488.0
1118,Unauthorised Expenditure,2015,FS192,Dihlabeng,102474833.0
1119,Fruitless and Wasteful Expenditure,2015,FS193,Nketoana,6849517.0
1120,Irregular Expenditure,2015,FS193,Nketoana,26178926.0
1121,Unauthorised Expenditure,2015,FS193,Nketoana,5361768.0
1122,Fruitless and Wasteful Expenditure,2015,FS194,Maluti a Phofung,77667145.0
1123,Irregular Expenditure,2015,FS194,Maluti a Phofung,30761895.0
1124,Unauthorised Expenditure,2015,FS194,Maluti a Phofung,957875468.0
1125,Fruitless and Wasteful Expenditure,2015,FS195,Phumelela,3696825.0
1126,Irregular Expenditure,2015,FS195,Phumelela,5876576.0
1127,Unauthorised Expenditure,2015,FS195,Phumelela,52427833.0
1128,Fruitless and Wasteful Expenditure,2015,FS196,Mantsopa,6966647.0
1129,Irregular Expenditure,2015,FS196,Mantsopa,32029652.0
1130,Unauthorised Expenditure,2015,FS196,Mantsopa,131838000.0
1131,Fruitless and Wasteful Expenditure,2015,FS201,Moqhaka,401350.0
1132,Irregular Expenditure,2015,FS201,Moqhaka,35673826.0
1133,Unauthorised Expenditure,2015,FS201,Moqhaka,133829889.0
1134,Fruitless and Wasteful Expenditure,2015,FS203,Ngwathe,51248897.0
1135,Irregular Expenditure,2015,FS203,Ngwathe,9346751.0
1136,Unauthorised Expenditure,2015,FS203,Ngwathe,266727757.0
1137,Fruitless and Wasteful Expenditure,2015,FS204,Metsimaholo,3929444.0
1138,Irregular Expenditure,2015,FS204,Metsimaholo,54001633.0
1139,Unauthorised Expenditure,2015,FS204,Metsimaholo,77888603.0
1140,Fruitless and Wasteful Expenditure,2015,FS205,Mafube,9756060.0
1141,Irregular Expenditure,2015,FS205,Mafube,9838403.0
1142,Unauthorised Expenditure,2015,FS205,Mafube,110616981.0
1143,Fruitless and Wasteful Expenditure,2015,GT421,Emfuleni,1136887.0
1144,Irregular Expenditure,2015,GT421,Emfuleni,
1145,Unauthorised Expenditure,2015,GT421,Emfuleni,453134777.0
1146,Fruitless and Wasteful Expenditure,2015,GT422,Midvaal,
1147,Irregular Expenditure,2015,GT422,Midvaal,
1148,Unauthorised Expenditure,2015,GT422,Midvaal,
1149,Fruitless and Wasteful Expenditure,2015,GT423,Lesedi,3286925.0
1150,Irregular Expenditure,2015,GT423,Lesedi,70407140.0
1151,Unauthorised Expenditure,2015,GT423,Lesedi,51566267.0
1152,Fruitless and Wasteful Expenditure,2015,GT481,Mogale City,264454.0
1153,Irregular Expenditure,2015,GT481,Mogale City,
1154,Unauthorised Expenditure,2015,GT481,Mogale City,
1155,Fruitless and Wasteful Expenditure,2015,GT482,Randfontein,11245830.0
1156,Irregular Expenditure,2015,GT482,Randfontein,164556251.0
1157,Unauthorised Expenditure,2015,GT482,Randfontein,
1158,Fruitless and Wasteful Expenditure,2015,GT483,Westonaria,8383674.0
1159,Irregular Expenditure,2015,GT483,Westonaria,28326846.0
1160,Unauthorised Expenditure,2015,GT483,Westonaria,278853296.0
1161,Fruitless and Wasteful Expenditure,2015,GT484,Merafong City,395560.0
1162,Irregular Expenditure,2015,GT484,Merafong City,
1163,Unauthorised Expenditure,2015,GT484,Merafong City,
1164,Fruitless and Wasteful Expenditure,2015,JHB,City of Johannesburg,44665.0
1165,Irregular Expenditure,2015,JHB,City of Johannesburg,79600000.0
1166,Unauthorised Expenditure,2015,JHB,City of Johannesburg,959322000.0
1167,Fruitless and Wasteful Expenditure,2015,KZN211,Vulamehlo,151613.0
1168,Irregular Expenditure,2015,KZN211,Vulamehlo,5105928.0
1169,Unauthorised Expenditure,2015,KZN211,Vulamehlo,
1170,Fruitless and Wasteful Expenditure,2015,KZN212,Umdoni,134459.0
1171,Irregular Expenditure,2015,KZN212,Umdoni,6227019.0
1172,Unauthorised Expenditure,2015,KZN212,Umdoni,
1173,Fruitless and Wasteful Expenditure,2015,KZN213,Umzumbe,16206.0
1174,Irregular Expenditure,2015,KZN213,Umzumbe,
1175,Unauthorised Expenditure,2015,KZN213,Umzumbe,
1176,Fruitless and Wasteful Expenditure,2015,KZN214,uMuziwabantu,
1177,Irregular Expenditure,2015,KZN214,uMuziwabantu,10069072.0
1178,Unauthorised Expenditure,2015,KZN214,uMuziwabantu,
1179,Fruitless and Wasteful Expenditure,2015,KZN215,Ezingoleni,61806.0
1180,Irregular Expenditure,2015,KZN215,Ezingoleni,
1181,Unauthorised Expenditure,2015,KZN215,Ezingoleni,
1182,Fruitless and Wasteful Expenditure,2015,KZN216,Ray Nkonyeni,
1183,Irregular Expenditure,2015,KZN216,Ray Nkonyeni,964655.0
1184,Unauthorised Expenditure,2015,KZN216,Ray Nkonyeni,
1185,Fruitless and Wasteful Expenditure,2015,KZN221,uMshwathi,
1186,Irregular Expenditure,2015,KZN221,uMshwathi,2938759.0
1187,Unauthorised Expenditure,2015,KZN221,uMshwathi,
1188,Fruitless and Wasteful Expenditure,2015,KZN222,uMngeni,1328057.0
1189,Irregular Expenditure,2015,KZN222,uMngeni,25044128.0
1190,Unauthorised Expenditure,2015,KZN222,uMngeni,68690184.0
1191,Fruitless and Wasteful Expenditure,2015,KZN223,Mpofana,116373.0
1192,Irregular Expenditure,2015,KZN223,Mpofana,9407535.0
1193,Unauthorised Expenditure,2015,KZN223,Mpofana,6671407.0
1194,Fruitless and Wasteful Expenditure,2015,KZN224,Impendle,10744.0
1195,Irregular Expenditure,2015,KZN224,Impendle,1026642.0
1196,Unauthorised Expenditure,2015,KZN224,Impendle,
1197,Fruitless and Wasteful Expenditure,2015,KZN225,The Msunduzi,435396.0
1198,Irregular Expenditure,2015,KZN225,The Msunduzi,708444.0
1199,Unauthorised Expenditure,2015,KZN225,The Msunduzi,
1200,Fruitless and Wasteful Expenditure,2015,KZN226,Mkhambathini,2966935.0
1201,Irregular Expenditure,2015,KZN226,Mkhambathini,1354893.0
1202,Unauthorised Expenditure,2015,KZN226,Mkhambathini,
1203,Fruitless and Wasteful Expenditure,2015,KZN227,Richmond,176.0
1204,Irregular Expenditure,2015,KZN227,Richmond,245892.0
1205,Unauthorised Expenditure,2015,KZN227,Richmond,36107.0
1206,Fruitless and Wasteful Expenditure,2015,KZN232,Emnambithi/Ladysmith,22232.0
1207,Irregular Expenditure,2015,KZN232,Emnambithi/Ladysmith,6772.0
1208,Unauthorised Expenditure,2015,KZN232,Emnambithi/Ladysmith,
1209,Fruitless and Wasteful Expenditure,2015,KZN233,Indaka,1700.0
1210,Irregular Expenditure,2015,KZN233,Indaka,2889002.0
1211,Unauthorised Expenditure,2015,KZN233,Indaka,424706.0
1212,Fruitless and Wasteful Expenditure,2015,KZN234,Umtshezi,
1213,Irregular Expenditure,2015,KZN234,Umtshezi,1840267.0
1214,Unauthorised Expenditure,2015,KZN234,Umtshezi,21275398.0
1215,Fruitless and Wasteful Expenditure,2015,KZN235,Okhahlamba,905124.0
1216,Irregular Expenditure,2015,KZN235,Okhahlamba,2934394.0
1217,Unauthorised Expenditure,2015,KZN235,Okhahlamba,
1218,Fruitless and Wasteful Expenditure,2015,KZN236,Imbabazane,58052.0
1219,Irregular Expenditure,2015,KZN236,Imbabazane,
1220,Unauthorised Expenditure,2015,KZN236,Imbabazane,
1221,Fruitless and Wasteful Expenditure,2015,KZN241,Endumeni,
1222,Irregular Expenditure,2015,KZN241,Endumeni,125133.0
1223,Unauthorised Expenditure,2015,KZN241,Endumeni,
1224,Fruitless and Wasteful Expenditure,2015,KZN242,Nqutu,4740.0
1225,Irregular Expenditure,2015,KZN242,Nqutu,2299043.0
1226,Unauthorised Expenditure,2015,KZN242,Nqutu,
1227,Fruitless and Wasteful Expenditure,2015,KZN244,Msinga,
1228,Irregular Expenditure,2015,KZN244,Msinga,
1229,Unauthorised Expenditure,2015,KZN244,Msinga,16675512.0
