,mun_name,mun_code,account_type,label,total_amount,Province,Latitude,Longitude
2013,Tokologo,FS182,AUDA,Total By Customer Group,3681986,Free State,26.6081653,26.6081653
2013,Tswelopele,FS183,AUDA,Debtors Age Analysis By Income Source,0,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Trade and Other Receivables from Exchange Transactions - Water,6783161,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,2642979,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Receivables from Non-exchange Transactions - Property Rates,4861478,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Receivables from Exchange Transactions - Waste Water Management,9969928,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Receivables from Exchange Transactions - Waste Management,6976233,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,0,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Interest on Arrear Debtor Accounts,0,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Other,1335028,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Total By Income Source,32568807,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Debtors Age Analysis By Customer Group,0,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Organs of State,6539935,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Commercial,4904950,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Households,20469930,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Other,653992,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Total By Customer Group,32568807,Free State,25.4733554,25.4733554
2013,Matjhabeng,FS184,AUDA,Debtors Age Analysis By Income Source,0,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Trade and Other Receivables from Exchange Transactions - Water,38113067,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,65020792,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Receivables from Non-exchange Transactions - Property Rates,29434970,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Receivables from Exchange Transactions - Waste Water Management,10914380,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Receivables from Exchange Transactions - Waste Management,5624425,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,195,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Interest on Arrear Debtor Accounts,0,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Other,3010608,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Total By Income Source,152118437,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Debtors Age Analysis By Customer Group,0,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Organs of State,29780939,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Commercial,51608328,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Households,70728975,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Other,195,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Total By Customer Group,152118437,Free State,25.9467997,25.9467997
2013,Setsoto,FS191,AUDA,Debtors Age Analysis By Income Source,0,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Trade and Other Receivables from Exchange Transactions - Water,53590611,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,32212751,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Receivables from Non-exchange Transactions - Property Rates,23167051,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Receivables from Exchange Transactions - Waste Water Management,37559116,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Receivables from Exchange Transactions - Waste Management,51196157,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,0,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Interest on Arrear Debtor Accounts,0,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Other,13986165,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Total By Income Source,211711851,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Debtors Age Analysis By Customer Group,0,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Organs of State,-2072637,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Commercial,4700720,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Households,204820083,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Other,4263685,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Total By Customer Group,211711851,Free State,26.8910342,26.8910342
2013,Dihlabeng,FS192,AUDA,Debtors Age Analysis By Income Source,0,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Trade and Other Receivables from Exchange Transactions - Water,84540647,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,18275521,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Receivables from Non-exchange Transactions - Property Rates,36196752,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Receivables from Exchange Transactions - Waste Water Management,55127213,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Receivables from Exchange Transactions - Waste Management,74089266,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,0,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Interest on Arrear Debtor Accounts,32917908,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Other,105489801,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Total By Income Source,406637108,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Debtors Age Analysis By Customer Group,0,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Organs of State,13490107,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Commercial,393147001,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Households,0,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Other,0,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Total By Customer Group,406637108,Free State,27.6434844,27.6434844
2013,Maluti a Phofung,FS194,AUDA,Debtors Age Analysis By Income Source,0,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Trade and Other Receivables from Exchange Transactions - Water,20114734,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,29453747,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Receivables from Non-exchange Transactions - Property Rates,11538378,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Receivables from Exchange Transactions - Waste Water Management,13074145,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Receivables from Exchange Transactions - Waste Management,9718710,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,0,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Interest on Arrear Debtor Accounts,0,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Other,46895611,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Total By Income Source,130795325,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Debtors Age Analysis By Customer Group,0,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Organs of State,44499401,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Commercial,50761565,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Households,35534359,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Other,0,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Total By Customer Group,130795325,Free State,28.2058768,28.2058768
2013,Phumelela,FS195,AUDA,Debtors Age Analysis By Income Source,0,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Trade and Other Receivables from Exchange Transactions - Water,210532,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,268245,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Receivables from Non-exchange Transactions - Property Rates,0,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Receivables from Exchange Transactions - Waste Water Management,313733,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Receivables from Exchange Transactions - Waste Management,229188,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,0,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Interest on Arrear Debtor Accounts,0,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Other,168578,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Total By Income Source,1190276,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Debtors Age Analysis By Customer Group,0,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Organs of State,64471,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Commercial,111107,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Households,1014699,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Other,0,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Total By Customer Group,1190277,Free State,28.9528645,28.9528645
2013,Mantsopa,FS196,AUDA,Debtors Age Analysis By Income Source,0,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Trade and Other Receivables from Exchange Transactions - Water,78148804,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,12554991,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Receivables from Non-exchange Transactions - Property Rates,14741041,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Receivables from Exchange Transactions - Waste Water Management,62772870,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Receivables from Exchange Transactions - Waste Management,32604135,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,122387,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Interest on Arrear Debtor Accounts,0,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Other,14087930,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Total By Income Source,215032158,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Debtors Age Analysis By Customer Group,0,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Organs of State,6889597,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Commercial,6059548,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Households,202054381,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Other,28632,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Total By Customer Group,215032158,Free State,29.2320784,29.2320784
2013,Moqhaka,FS201,AUDA,Debtors Age Analysis By Income Source,0,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Trade and Other Receivables from Exchange Transactions - Water,14260732,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,24787135,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Receivables from Non-exchange Transactions - Property Rates,0,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Receivables from Exchange Transactions - Waste Water Management,0,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Receivables from Exchange Transactions - Waste Management,4977567,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,3396804,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Interest on Arrear Debtor Accounts,8717066,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Other,0,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Total By Income Source,56139304,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Debtors Age Analysis By Customer Group,0,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Organs of State,0,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Commercial,0,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Households,49456881,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Other,6682423,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Total By Customer Group,56139304,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Debtors Age Analysis By Income Source,0,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Trade and Other Receivables from Exchange Transactions - Water,115480852,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,76568462,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Receivables from Non-exchange Transactions - Property Rates,54449072,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Receivables from Exchange Transactions - Waste Water Management,52960166,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Receivables from Exchange Transactions - Waste Management,48566691,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,0,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Interest on Arrear Debtor Accounts,58936549,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Other,6840013,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Total By Income Source,413801805,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Debtors Age Analysis By Customer Group,0,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Organs of State,19171184,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Commercial,47233465,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Households,313600427,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Other,33796729,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Total By Customer Group,413801805,Free State,27.2676116,27.2676116
2013,Metsimaholo,FS204,AUDA,Debtors Age Analysis By Income Source,0,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Trade and Other Receivables from Exchange Transactions - Water,297812051,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,52353114,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Receivables from Non-exchange Transactions - Property Rates,61405305,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Receivables from Exchange Transactions - Waste Water Management,22833321,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Receivables from Exchange Transactions - Waste Management,28381605,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,0,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Interest on Arrear Debtor Accounts,0,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Other,0,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Total By Income Source,462785396,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Debtors Age Analysis By Customer Group,0,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Organs of State,10737239,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Commercial,52743762,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Households,399304395,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Other,0,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Total By Customer Group,462785396,Free State,27.7373373,27.7373373
2013,Mafube,FS205,AUDA,Debtors Age Analysis By Income Source,0,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Trade and Other Receivables from Exchange Transactions - Water,10610472,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,1009109,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Receivables from Non-exchange Transactions - Property Rates,0,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Receivables from Exchange Transactions - Waste Water Management,8611811,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Receivables from Exchange Transactions - Waste Management,7942043,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,0,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Interest on Arrear Debtor Accounts,0,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Other,7083820,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Total By Income Source,35257255,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Debtors Age Analysis By Customer Group,0,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Organs of State,1444639,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Commercial,20183220,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Households,13629396,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Other,0,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Total By Customer Group,35257255,Free State,27.8277881,27.8277881
2013,Emfuleni,GT421,AUDA,Debtors Age Analysis By Income Source,0,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Trade and Other Receivables from Exchange Transactions - Water,1095817119,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,314408274,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Receivables from Non-exchange Transactions - Property Rates,391329521,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Receivables from Exchange Transactions - Waste Water Management,426915916,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Receivables from Exchange Transactions - Waste Management,261330135,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,0,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Interest on Arrear Debtor Accounts,0,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Other,485655920,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Total By Income Source,2975456885,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Debtors Age Analysis By Customer Group,0,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Organs of State,181224148,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Commercial,229119807,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Households,2467659501,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Other,97453429,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Total By Customer Group,2975456885,Free State,28.5797981,28.5797981
2013,Midvaal,GT422,AUDA,Debtors Age Analysis By Income Source,0,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Trade and Other Receivables from Exchange Transactions - Water,47988868,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,17823388,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Receivables from Non-exchange Transactions - Property Rates,32552469,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Receivables from Exchange Transactions - Waste Water Management,16307960,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Receivables from Exchange Transactions - Waste Management,12529430,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,0,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Interest on Arrear Debtor Accounts,19763423,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Other,3563928,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Total By Income Source,150529466,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Debtors Age Analysis By Customer Group,0,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Organs of State,6378730,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Commercial,28561774,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Households,115588961,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Other,0,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Total By Customer Group,150529465,Gauteng,27.784246,27.784246
2013,Lesedi,GT423,AUDA,Debtors Age Analysis By Income Source,0,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Trade and Other Receivables from Exchange Transactions - Water,78019875,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,72144417,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Receivables from Non-exchange Transactions - Property Rates,34641551,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Receivables from Exchange Transactions - Waste Water Management,24195125,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Receivables from Exchange Transactions - Waste Management,42902239,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,0,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Interest on Arrear Debtor Accounts,0,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Other,30115604,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Total By Income Source,282018811,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Debtors Age Analysis By Customer Group,0,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Organs of State,9223686,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Commercial,20506147,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Households,141961955,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Other,110327025,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Total By Customer Group,282018813,Gauteng,28.0654445,28.0654445
2013,Mogale City,GT481,AUDA,Debtors Age Analysis By Income Source,0,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Trade and Other Receivables from Exchange Transactions - Water,134813103,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,125792891,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Receivables from Non-exchange Transactions - Property Rates,220899266,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Receivables from Exchange Transactions - Waste Water Management,103189200,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Receivables from Exchange Transactions - Waste Management,154185235,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Receivables from Exchange Transactions - Property Rental Debtors,1487254,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Interest on Arrear Debtor Accounts,10348995,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Other,170650030,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Total By Income Source,921365974,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Debtors Age Analysis By Customer Group,0,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Organs of State,20309449,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Commercial,182756575,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Households,462683820,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Other,255616130,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Total By Customer Group,921365974,Gauteng,28.4396756,28.4396756
2013,Westonaria,GT483,AUDA,Debtors Age Analysis By Income Source,0,Gauteng,27.5965403,27.5965403
2013,Westonaria,GT483,AUDA,Trade and Other Receivables from Exchange Transactions - Water,31933235,Gauteng,27.5965403,27.5965403
2013,Westonaria,GT483,AUDA,Trade and Other Receivables from Exchange Transactions - Electricity,14592389,Gauteng,27.5965403,27.5965403
2013,Westonaria,GT483,AUDA,Receivables from Non-exchange Transactions - Property Rates,31933235,Gauteng,27.5965403,27.5965403
